Performer,Metascore
Alan Lee,49.0
Alan Leeds,55.0
Alan Lilly,45.0
Alan Longstreet,77.0
Alan Maher,64.0
Alan Mandell,59.333333333333336
Alan Marco,40.0
Alan Marriott,39.0
Alan McKenna,31.0
Alan McRae,39.666666666666664
Alan Milstein,66.0
Alan Mowbray,75.0
Alan Napier,64.66666666666667
Alan North,53.2
Alan Oke,72.0
Alan Oppenheimer,61.75
Alan Pflueger,39.0
Alan Pietruszewski,46.0
Alan Polonsky,79.0
Alan Pottinger,77.0
Alan Powell,41.5
Alan Rachins,39.333333333333336
Alan Randolph Scott,68.0
Alan Reed,77.0
Alan Rickman,59.294117647058826
Alan Ritchson,37.0
Alan Robertson,28.0
Alan Rosenberg,48.0
Alan Ruck,48.476190476190474
Alan Rushton,60.0
Alan S. Kim,88.0
Alan Sader,32.0
Alan Samulski,48.0
Alan Scarfe,40.0
Alan Shearman,42.0
Alan Stock,51.0
Alan Sues,41.0
Alan Tall,68.0
Alan Thicke,39.0
Alan Tilvern,83.0
Alan Toy,35.0
Alan Tudyk,63.81481481481482
Alan Tuskes,16.0
Alan Van Sprang,48.75
Alan Vint,85.33333333333333
Alan Vo Ford,70.0
Alan Weeks,54.0
Alan Wilder,58.0
Alan Williams,52.0
Alan Wynroth,66.0
Alan Young,60.0
Alana Allen,55.0
Alana Austin,26.0
Alana Carithers,70.0
Alana De La Garza,37.0
Alana Fagan,28.0
Alana Husband,41.5
Alana Jerins,59.0
Alana Shields,4.0
Alana Stewart,10.0
Alanis Morissette,35.0
Alanna Bale,29.0
Alanna Masterson,34.0
Alanna Renee Tyler-Tompkins,72.0
Alanna Reynolds,54.0
Alanna Ubach,42.0
Alannah Ong,33.0
Alano Miller,79.0
Alasdair Martin,48.0
Alaska L. McFadden,62.0
Alassane Sy,77.0
Alastair MacIntosh,66.0
Alba Fleming Furlan,44.0
Alba Irene Lemus,75.0
Alban Aumard,55.0
Albert A. Vega,30.0
Albert Abraham,40.0
Albert Augier,89.0
Albert Birney,59.0
Albert Brooks,67.26086956521739
Albert C. Bates,76.0
Albert Daniels,63.0
Albert Dekker,74.33333333333333
Albert Delpy,90.0
Albert Dumortier,91.0
Albert F. Herrera,57.0
Albert Fam,32.0
Albert Finney,61.705882352941174
Albert Guzman,47.0
Albert H. Bongard IV,52.0
Albert Hague,47.5
Albert Hall,66.9
Albert Hammond Jr.,50.0
Albert Henderson,68.0
Albert Hernandez,60.0
Albert Im,37.0
Albert Insinnia,53.0
Albert J. Burnes,57.0
Albert J. Schmaus,68.0
Albert Joe Medina Jr.,66.0
Albert Jones,64.0
Albert Kong,63.0
Albert Kuo,14.0
Albert Kwan,52.5
Albert Laveau,64.0
Albert Link,80.0
Albert Merriweather,36.0
Albert Michel Jr.,55.0
Albert Moses,91.0
Albert Nelson,44.0
Albert Paulsen,77.5
Albert Pietrzak,24.0
Albert Popwell,55.0
Albert Pérez,33.0
Albert Reed,66.0
Albert Salmi,54.333333333333336
Albert Sanders,15.0
Albert Schultz,46.0
Albert Sinkys,62.0
Albert Tsai,61.0
Alberta Watson,67.5
Alberto Ammann,42.0
Alberto Bonilla,44.5
Alberto Di Stasio,68.0
Alberto Morin,62.0
Alberto Reyes,47.0
Alberto Vazquez,62.5
Alberto de Mendoza,57.0
Albie Atkinson,75.0
Albie Marber,48.0
Albie Whitaker,64.0
Albin Pahernik,41.0
Alcides Dias,46.0
Alden Ehrenreich,58.125
Alden Rosakranse,74.0
Aldis Hodge,62.0
Aldo Brugnini,57.0
Aldo Buontempo,44.0
Aldo Cascio,27.0
Aldo Ceceña,51.0
Aldo Gonzalez,31.0
Aldo Grilo,74.0
Aldo Perez,49.0
Aldo Pisano,47.0
Aldo Ray,77.5
Aldo Sambrell,69.0
Aldous Davidson,40.0
Aleandra Newcomb,40.0
Alec Baldwin,56.867924528301884
Alec Betterley,54.0
Alec Bourgeois,60.0
Alec George,34.0
Alec Guinness,71.5
Alec Holden,54.0
Alec James,33.0
Alec Justin Henderson,42.0
Alec Klapper,38.0
Alec Mapa,50.4
Alec McCowen,76.66666666666667
Alec Murphy,95.0
Alec Newman,41.0
Alec Rayme,37.25
Alec Roberts,30.0
Alec Stockwell,66.0
Alec Thomlison,35.0
Alec Tincher,74.0
Alec Utgoff,50.5
Alec Vigil,53.0
Alec Wilson,37.0
Alecia Brady Curcuru,49.0
Alecia Jai Fears,30.0
Alecia Svensen,95.0
Aleczander Gordon,39.0
Aleisha Allen,31.5
Alejandra Borrero,52.0
Alejandra Flores,55.5
Alejandra Gutierrez,47.0
Alejandra Leon,58.0
Alejandra Ramos Riera,55.0
Alejandra Urdiaín,43.0
Alejandro Barrios,88.0
Alejandro Casaseca,33.0
Alejandro Castro Arias,62.0
Alejandro De Mesa,56.0
Alejandro Edda,37.5
Alejandro Furth,41.0
Alejandro Hernandez,40.0
Alejandro Huitzil,87.0
Alejandro Naranjo,37.0
Alejandro Parra,61.0
Alejandro Patiño,60.666666666666664
Alejandro Piar,38.0
Alejandro Polanco,83.0
Alejandro Posada,43.0
Alejandro Rae,38.0
Alejandro Rey,56.0
Alejandro Rodriguez,34.0
Alejandro Rose-Garcia,53.0
Alejandro Talavante,39.0
Alejandro Usigli,61.0
Alejandro Valdes-Rochin,48.0
Alejandro Verdin,84.0
Alek Lev,60.0
Alek Skarlatos,45.0
Alek Wek,64.0
Aleks Mikic,67.0
Aleks Paunovic,65.25
Aleksa Palladino,57.5
Aleksandar Aleksiev,57.0
Aleksandar Jovanovic,48.0
Aleksandar Lazic,52.0
Aleksandar Mikic,63.0
Aleksandar Ribak,62.0
Aleksander Vayshelboym,35.333333333333336
Aleksandr Arefev,5.0
Aleksandr Baluev,43.0
Aleksandr Benyaminov,67.0
Aleksandr Chernykh,18.0
Aleksandr Ivanovic,47.0
Aleksandr Salminov,48.0
Aleksandr Tyutin,48.0
Aleksandr Yakovlev,9.0
Aleksandra Grdic,54.0
Aleksey Annenkov,5.0
Aleksey Khardikov,48.0
Aleksey Maslodudov,40.0
Alena Mihulová,59.0
Alena Pitts,26.0
Aleque Reid,49.0
Alesandra Assante,19.0
Alesha Rucci,31.0
Alessa Kordeck,58.0
Alessandra Ambrosio,30.0
Alessandra Costanzo,21.0
Alessandra Daniele,30.0
Alessandra Mastronardi,47.0
Alessandra Rosaldo,50.0
Alessandra Scarci,66.0
Alessandra Torresani,24.5
Alessandra Vanzi,61.0
Alessandro Cremona,60.0
Alessandro Fabrizi,56.666666666666664
Alessandro Gassmann,56.0
Alessandro Giuggioli,62.5
Alessandro Grimaldi,42.0
Alessandro Juliani,64.25
Alessandro Mario,48.0
Alessandro Nivola,56.36842105263158
Alessandro Prato,66.0
Alessandro Preziosi,28.0
Alessandro Ruggiero,45.0
Alessandro Sperduti,60.0
Alessandro Tiberi,54.0
Alessia Cara,68.0
Alessio Boni,37.0
Aleta Mitchell,59.0
Alethea McGrath,41.0
Alex Abbad,71.0
Alex Affolter,43.0
Alex Aldi,47.0
Alex Alegria,37.0
Alex Anfanger,52.333333333333336
Alex Anlos,37.0
Alex Aristidis,76.0
Alex Arsenault,59.5
Alex Ashbaugh,36.0
Alex Avant,31.0
Alex Bakri,49.0
Alex Band,26.0
Alex Bao,38.0
Alex Barima,65.0
Alex Barrett,42.0
Alex Barringer,36.0
Alex Beh,37.0
Alex Berg,41.0
Alex Bolano,38.0
Alex Boling,65.0
Alex Bookston,40.0
Alex Borstein,48.583333333333336
Alex Braunstein,25.0
Alex Breaux,55.333333333333336
Alex Bretow,21.0
Alex Bruhanski,36.0
Alex Burns,51.5
Alex Butler,67.0
Alex Cacho,65.0
Alex Calloway,82.0
Alex Campbell,38.0
Alex Carr,42.0
Alex Carroll,44.0
Alex Carter,44.5
Alex Castillo,55.0
Alex Cintrón,26.0
Alex Clatworthy,67.0
Alex Coker,81.0
Alex Colon,50.8
Alex Corrado,58.5
Alex Cottrell,33.0
Alex Courtney,35.0
Alex Craig Mann,46.0
Alex Cranmer,50.0
Alex Crisp,64.0
Alex Curbeam,57.0
Alex D. Linz,52.4
Alex Daniels,38.5
Alex Datcher,44.0
Alex Descas,53.0
Alex Di Dio,41.0
Alex Diakun,30.5
Alex Diatchenco,40.0
Alex Diaz,59.0
Alex Dimitriades,25.5
Alex Dobrenko,86.0
Alex Dorman,70.0
Alex Douglas,24.0
Alex Dowding,56.0
Alex Draper,49.333333333333336
Alex Duong,42.0
Alex Désert,56.5
Alex Echevarria,44.0
Alex Emanuel,54.5
Alex Escarcega,52.0
Alex Esola,50.0
Alex Essoe,53.0
Alex Estes,69.0
Alex Feldman,31.333333333333332
Alex Ferns,70.0
Alex Ferris,39.6
Alex Fisher,47.0
Alex Fitzalan,30.0
Alex Fondja,55.0
Alex Fox,36.0
Alex Frost,53.0
Alex Garfin,67.0
Alex Gaumond,35.0
Alex Gianopoulos,62.0
Alex Glen,63.0
Alex Goldberg,76.0
Alex Greenblatt,74.0
Alex Guarino,50.0
Alex Hafner,47.0
Alex Halpern,87.0
Alex Hamilton,31.0
Alex Harrouch,61.0
Alex Harvey,40.0
Alex Hawkins,41.0
Alex Henderson,27.0
Alex Henteloff,55.0
Alex Hernandez,45.5
Alex Herrald,37.0
Alex Heyns,24.0
Alex Holdridge,51.0
Alex Hooper,21.0
Alex House,45.5
Alex Howden,66.0
Alex Huff,55.0
Alex Hurt,70.0
Alex Hyde-White,58.0
Alex Hyner,62.0
Alex Ivanovici,52.0
Alex Jachno,62.0
Alex James,60.0
Alex Jayne Go,71.0
Alex Jenkins,49.0
Alex Jennings,69.0
Alex Jordan,88.0
Alex Kaluzhsky,52.0
Alex Kapp,47.0
Alex Karpovsky,60.904761904761905
Alex Karras,66.75
Alex Kauffman,55.0
Alex Kendrick,29.6
Alex Kiester,64.0
Alex Kilgore,49.5
Alex King,60.0
Alex Kingi,33.0
Alex Kingston,68.0
Alex Kis,60.0
Alex Knight,61.666666666666664
Alex Knost,49.0
Alex Koba,25.0
Alex Kobold,51.0
Alex Kogin,41.0
Alex Kramer,37.0
Alex Krilov,47.0
Alex Kruz,68.0
Alex Kuzelicki,38.0
Alex Ladove,60.0
Alex Lanipekun,35.5
Alex Lawther,63.5
Alex Lee,71.0
Alex Lewis,61.0
Alex Lipschultz,60.0
Alex Lombard,56.0
Alex MacNicoll,41.5
Alex Macqueen,59.5
Alex Maizus,54.5
Alex Manette,61.666666666666664
Alex Manugian,65.0
Alex Markowitz,74.0
Alex Marshall-Brown,45.0
Alex Marx,46.0
Alex McArthur,43.8
Alex McCrindle,90.0
Alex McGregor,47.0
Alex McKenna,37.0
Alex Meneses,50.333333333333336
Alex Mentzel,51.0
Alex Meraz,27.666666666666668
Alex Michaeletos,82.0
Alex Moffat,59.5
Alex Moggridge,48.0
Alex Montoya,46.0
Alex Moore,47.0
Alex Morf,47.0
Alex Morris,42.0
Alex Moss,58.0
Alex Neiwerth,43.0
Alex Neuberger,35.0
Alex Neustaedter,51.4
Alex Nevil,21.0
Alex Newell,57.0
Alex Nicksay,69.0
Alex Nicol,69.0
Alex Nikolov,60.0
Alex Norberg,18.0
Alex Norton,62.5
Alex O'Loughlin,36.0
Alex Pacheco,42.0
Alex Pangburn,38.0
Alex Pardee,45.0
Alex Pettyfer,49.22222222222222
Alex Pinder,62.0
Alex Poch-Goldin,46.0
Alex Portenko,35.0
Alex Potapenko,48.0
Alex Preuss Harrison,79.0
Alex Puccinelli,43.0
Alex Quijano,48.666666666666664
Alex R. Hibbert,99.0
Alex Raul Barrios,65.0
Alex Rennie,43.0
Alex Reznik,65.0
Alex Rocco,47.07142857142857
Alex Roe,35.0
Alex Ross,78.0
Alex Ross Perry,53.333333333333336
Alex Ruiz,50.0
Alex Russell,59.8
Alex Saxon,43.0
Alex Serra,64.0
Alex Shaffer,51.4
Alex Sharp,57.0
Alex Shimizu,47.0
Alex Sobol,45.0
Alex Sol,62.0
Alex Solowitz,40.5
Alex Solís,66.0
Alex Sparrow,38.0
Alex Stebbins,60.0
Alex Taylor,41.0
Alex Theurer,62.0
Alex Thomas,28.0
Alex Trebek,52.0
Alex Van,48.5
Alex Veadov,52.0
Alex Vincent,54.666666666666664
Alex Walzak,12.0
Alex Warren,56.0
Alex Weisman,40.0
Alex Winter,50.4
Alex Wolff,57.84615384615385
Alex Yershov,55.0
Alex Zahara,38.0
Alex Ziwak,57.0
Alex Zuckerman,42.0
Alex ter Avest,49.0
Alexa Casciari,53.0
Alexa Davalos,48.8
Alexa Davies,60.0
Alexa Demie,71.0
Alexa Fischer,30.0
Alexa Fox,43.0
Alexa Gerasimovich,56.5
Alexa Hamilton,34.333333333333336
Alexa Havins,59.333333333333336
Alexa Jago,16.0
Alexa Kahn,35.0
Alexa Kenin,50.666666666666664
Alexa Klienbard,54.0
Alexa Mansour,53.0
Alexa Nikolas,50.0
Alexa Nisenson,44.0
Alexa PenaVega,44.0
Alexa Rohde,49.0
Alexa Shae Niziak,51.0
Alexa Sheehan,50.0
Alexa Yeames,35.0
Alexander 'Alex' Garde,37.0
Alexander Agate,56.0
Alexander Anderson,62.0
Alexander Armstrong,61.5
Alexander Arnold,55.0
Alexander B. Williams,40.0
Alexander Babara,52.0
Alexander Bacan Chapman,63.0
Alexander Bautista,50.0
Alexander Beyer,49.0
Alexander Biglane,47.5
Alexander Calvert,47.5
Alexander Campbell,95.0
Alexander Cendese,35.5
Alexander Chance,32.0
Alexander Chaplin,50.5
Alexander Christopher Jones,82.0
Alexander Clarke,54.0
Alexander Conti,25.0
Alexander Cook,60.0
Alexander Cooper,72.0
Alexander Crestwood,21.0
Alexander D'Arcy,87.0
Alexander Dahlberg,50.0
Alexander Davion,49.0
Alexander DiPersia,58.0
Alexander Dimitrov,26.0
Alexander Dominguez,30.0
Alexander Doré,64.0
Alexander Enberg,77.0
Alexander England,62.0
Alexander Fazel,22.0
Alexander Fehling,34.0
Alexander Flores,57.25
Alexander Garcia,83.0
Alexander Godunov,65.66666666666667
Alexander Goebbel,71.0
Alexander Goodwin,67.0
Alexander Gould,59.75
Alexander Granach,68.0
Alexander Grech III,49.0
Alexander Henderson,33.0
Alexander Hodge,62.0
Alexander Jillings,47.0
Alexander John,78.5
Alexander Johnson,55.0
Alexander Joseph Wildes,68.0
Alexander Kalugin,36.0
Alexander Kane,10.0
Alexander Karim,63.0
Alexander Kirkland,72.0
Alexander Knox,60.0
Alexander Koch,62.5
Alexander Kravec,32.0
Alexander Lasky,53.0
Alexander Lockwood,79.0
Alexander Lowe,40.0
Alexander Ludwig,46.857142857142854
Alexander MacKenzie,40.0
Alexander Martin,49.5
Alexander Martin Jones,37.0
Alexander Mercury,49.0
Alexander Molkenthin,58.0
Alexander Morton,56.0
Alexander Nevsky,10.5
Alexander Nunez,32.0
Alexander Peleg,52.0
Alexander Petersons,28.0
Alexander Petrov,40.0
Alexander Pickett,66.0
Alexander Pine,61.0
Alexander Poe,37.0
Alexander Polinsky,56.0
Alexander Pollock,47.0
Alexander Robert Scott,50.5
Alexander Roos,43.0
Alexander Rose,90.0
Alexander Scourby,64.5
Alexander Siddig,51.25
Alexander Skarsgård,58.76923076923077
Alexander Sovronsky,44.0
Alexander Strobele,43.0
Alexander Uijleman,28.0
Alexander Vince,74.0
Alexander Walters,53.0
Alexander Ward,50.0
Alexander Wauthier,32.0
Alexander Wright,29.0
Alexander Zale,45.5
Alexandra,29.0
Alexandra Adi,44.0
Alexandra Amini,61.0
Alexandra Anthony,53.0
Alexandra Aponte,44.0
Alexandra Artrip,46.0
Alexandra Auder,47.0
Alexandra Billings,70.0
Alexandra Bokyun Chun,46.0
Alexandra Boyd,64.0
Alexandra Boylan,72.0
Alexandra Breckenridge,36.333333333333336
Alexandra Carter,61.0
Alexandra Daddario,39.9375
Alexandra Danilova,68.0
Alexandra DeMartini,42.0
Alexandra DiNovi,24.0
Alexandra Dinu,51.0
Alexandra Doke,55.0
Alexandra Evans,16.0
Alexandra Ficken,36.0
Alexandra Fong,27.0
Alexandra Fox,40.0
Alexandra Gilbreath,38.0
Alexandra Hay,63.0
Alexandra Henrikson,56.0
Alexandra Holden,50.75
Alexandra Hulme,28.0
Alexandra Jensen,59.0
Alexandra Korhan,70.0
Alexandra Krosney,44.0
Alexandra Lencastre,64.0
Alexandra Lucchesi,47.0
Alexandra Mann,38.0
Alexandra Maria Lara,55.166666666666664
Alexandra Matusko,67.0
Alexandra Meierhans,72.0
Alexandra Metz,43.0
Alexandra Mock,70.0
Alexandra Moen,75.0
Alexandra Neil,51.75
Alexandra Palmari,34.0
Alexandra Park,66.0
Alexandra Paul,46.2
Alexandra Pirici,43.0
Alexandra Powers,59.333333333333336
Alexandra Rea-Baum,83.0
Alexandra Roach,51.0
Alexandra Root,86.0
Alexandra Roxo,52.0
Alexandra Ryan,37.0
Alexandra Sachs,17.0
Alexandra Shipp,53.1
Alexandra Silber,64.0
Alexandra Socha,34.0
Alexandra Stamler,61.0
Alexandra Stewart,30.5
Alexandra Straus,31.0
Alexandra Turshen,58.5
Alexandra Vicencio,36.0
Alexandra Vino,52.0
Alexandra Wentworth,63.0
Alexandra Williams,67.0
Alexandra Wilson,57.0
Alexandre Bailly,33.0
Alexandre Borges,57.0
Alexandre Gorchkov,65.0
Alexandre Haussmann,49.0
Alexandre Manning,61.0
Alexandre Marouani,64.0
Alexandre Nachi,25.5
Alexandre Willaume,48.0
Alexandria DeBerry,46.333333333333336
Alexandria Lee,58.0
Alexandria M. Salling,64.0
Alexandria Williams,22.0
Alexandru Potocean,66.0
Alexanna Brier,48.0
Alexei Kovalev,36.0
Alexei Sayle,44.75
Alexi Maggio,25.0
Alexi Pappas,59.5
Alexi Wasser,28.5
Alexia Anastasio,44.0
Alexia Barlier,48.0
Alexia Fast,50.0
Alexia Garcia,72.0
Alexia Landeau,59.0
Alexia Osborne,62.0
Alexia Rasmussen,55.142857142857146
Alexia Robinson,57.0
Alexie Gilmore,44.7
Alexis Arquette,41.5
Alexis Ayala,39.0
Alexis Biesiada,22.0
Alexis Bledel,51.333333333333336
Alexis Boozer Sterling,65.0
Alexis Chang,70.0
Alexis Clagett,39.0
Alexis Conran,55.0
Alexis Cruz,46.25
Alexis DeLaRosa,70.0
Alexis Denisof,53.333333333333336
Alexis Dziena,49.625
Alexis Díaz de Villegas,37.0
Alexis Fallon,65.0
Alexis G. Zall,54.5
Alexis Garcia,48.0
Alexis Gay,36.0
Alexis Georgoulis,30.5
Alexis Grosskopf,54.0
Alexis Hernandez,54.0
Alexis Iacono,34.0
Alexis Isaac Garcia,36.0
Alexis Julemont,81.0
Alexis Kendra,51.0
Alexis Knapp,49.0
Alexis Leggett,41.0
Alexis Llewellyn,44.5
Alexis Louder,66.0
Alexis Magnotti,19.0
Alexis Marie Wint,81.0
Alexis Minotis,100.0
Alexis Neblett,90.0
Alexis Ottier,58.0
Alexis Raben,26.0
Alexis Rhee,27.0
Alexis Smith,54.0
Alexis Suarez,39.0
Alexis Thorpe,35.0
Alexondra Lee,40.0
Alexxis Lemire,74.0
Alexz Johnson,41.0
Aleyse Shannon,49.0
Alf Humphreys,44.0
Alf Myreen,56.0
Alfa-Betty Olsen,43.0
Alfie Allen,61.2
Alfie Bass,60.5
Alfie Brown,83.0
Alfie Kennedy,39.0
Alfie Stewart,54.0
Alfie Wise,47.6
Alfonso Arau,61.6
Alfonso Bedoya,98.0
Alfonso Freeman,58.0
Alfonso Quijada,9.0
Alfonso Velazquez,87.0
Alfre Woodard,56.07142857142857
Alfred Barker Jr.,52.0
Alfred Bell,52.0
Alfred De Contreras,71.0
Alfred Dennis,59.666666666666664
Alfred Hyslop,44.0
Alfred Lot,51.0
Alfred Lutter III,69.66666666666667
Alfred M. Jackson,63.0
Alfred Macadam,75.0
Alfred Molina,55.1
Alfred Munyua,56.0
Alfred Puryear,87.0
Alfred Ryder,60.0
Alfred Sauchelli Jr.,80.0
Alfredo Aja,31.0
Alfredo Armenteros,47.0
Alfredo Narciso,38.75
Alfredo Rizzo,78.0
Alfredo Rodríguez,47.5
Alfredo Tavares,71.0
Algee Smith,67.0
Algenis Perez Soto,73.0
Ali Afshar,35.0
Ali Ahn,63.0
Ali Akay,36.0
Ali Al Ameri,51.0
Ali Astin,22.0
Ali Badshah,78.0
Ali Burch,40.0
Ali Cobrin,56.0
Ali Eagle,39.0
Ali Elayan,67.0
Ali Elyan,56.0
Ali Faulkner,41.0
Ali Fazal,57.0
Ali Fisher,69.0
Ali Haji,49.0
Ali Hassan,42.0
Ali Hillis,35.714285714285715
Ali Kazmi,78.0
Ali Landry Monteverde,32.0
Ali Larter,39.4
Ali Liebert,24.0
Ali Lynch,64.0
Ali MacGraw,62.0
Ali Marhyar,66.5
Ali Marie Matheson,29.0
Ali Marsh,43.0
Ali Merhi,51.0
Ali Meyer,52.0
Ali Mohammad Dar,58.0
Ali Nazary,53.0
Ali Nur,65.0
Ali Pourtash,50.0
Ali Reed,38.0
Ali Reza,47.0
Ali Rhodes,47.0
Ali Selim,30.0
Ali Skovbye,46.0
Ali Suliman,55.5
Ali Tahbaz,74.0
Ali Tataryn,52.666666666666664
Ali Tobia,29.0
Ali Tomineek,43.0
Ali Wasdovich,53.0
Ali Wills,24.0
Ali Wong,62.0
Ali Yildirim,45.0
Alia Rhiana Eckerman,47.0
Alia Seror-O'Neill,25.0
Alia Shawkat,58.89655172413793
Alican Barlas,50.0
Alice Adair,48.0
Alice Amter,53.5
Alice Barrett,49.0
Alice Bellagamba,38.0
Alice Bonifacio,33.0
Alice Brady,91.0
Alice Braga,46.72727272727273
Alice Bridgforth,47.0
Alice Cadogan,62.0
Alice Carter,50.0
Alice Chaston,28.0
Alice Connorton,77.0
Alice Cooper,41.0
Alice Drummond,51.0
Alice Dylan,42.0
Alice Englert,54.5
Alice Evans,29.0
Alice Eve,43.94117647058823
Alice Frank,68.0
Alice Friedland,65.0
Alice Fusco,28.0
Alice Gainer,61.0
Alice Gardin,21.0
Alice Ghostley,60.5
Alice Glenn,46.0
Alice Greczyn,40.333333333333336
Alice Heffernan-Sneed,49.0
Alice Hirson,56.5
Alice Hung,72.0
Alice Kremelberg,76.0
Alice Krige,51.8
Alice Lau,38.0
Alice Lee,54.666666666666664
Alice Lo,43.0
Alice Lotoast,23.0
Alice Lowe,81.0
Alice Lussiana Parente,63.0
Alice Macdonald,41.5
Alice Marble,79.0
Alice Marie Crowe,45.0
Alice McMillan,91.0
Alice Morgan,37.0
Alice Nunn,60.5
Alice Olivia Clarke,54.0
Alice Orr-Ewing,72.0
Alice Parkinson,42.0
Alice Pearce,67.0
Alice Pesta,57.0
Alice Playten,48.0
Alice Poon,15.0
Alice Preuss Harrison,79.0
Alice Rietveld,51.0
Alice Sanders,50.0
Alice Schaerer,47.0
Alice Spivak,34.0
Alice Taglioni,47.0
Alice Tolan-Mee,57.0
Alice Wedoff,48.0
Alice Wen,51.0
Alice West,44.0
Alice Wetterlund,51.0
Alice de Lencquesaing,71.0
Alicia Anthony,72.0
Alicia Borrachero,55.0
Alicia Burton,43.0
Alicia Carr,77.0
Alicia Coppola,47.0
Alicia Dhanifu,33.0
Alicia Ester,63.0
Alicia Godwin,30.0
Alicia Goranson,71.0
Alicia Harding,60.0
Alicia Hunt,46.0
Alicia Johnston,55.0
Alicia Keys,51.5
Alicia Lobo,66.0
Alicia Meer,49.0
Alicia Miles,70.0
Alicia Rhett,97.0
Alicia Richardson,49.0
Alicia Sanz,36.0
Alicia Silverstone,45.0
Alicia Sixtos,56.333333333333336
Alicia Talbot,56.0
Alicia Urizar,23.0
Alicia Van Couvering,72.75
Alicia Vela-Bailey,53.666666666666664
Alicia Vikander,50.416666666666664
Alicia Witt,40.45454545454545
Alicia del Lago,67.0
Alicia von Rittberg,59.5
Alicja Bachleda,56.75
Alim Kouliev,77.0
Alima Ashton-Sheibu,62.0
Alimi Ballard,52.0
Alin Panc,30.0
Alina Foley,27.0
Alina Nasibullina,73.0
Alina Phelan,29.0
Aline Andrade,33.0
Aline Elasmar,45.0
Aline Weber,77.0
Alisa Becher,74.0
Alisa Ermolaev,25.0
Alisa Harris,66.0
Alisan Porter,45.0
Alisdair Stewart,62.0
Alisha B. Woods,64.0
Alisha Boe,51.25
Alisha Davlin,26.0
Alisha Klass,44.0
Alisha Mullally,54.0
Alisha Newton,35.5
Alisha Seaton,34.0
Alisha Weir,65.0
Alison Bagnall,59.0
Alison Ball,45.0
Alison Barry,65.0
Alison Bartlett,58.0
Alison Brie,55.125
Alison Bruce,68.0
Alison Cimmet,60.0
Alison Claire,51.0
Alison Darcy,45.0
Alison Doody,65.0
Alison Eastwood,46.857142857142854
Alison Elliott,66.33333333333333
Alison Faulk,60.0
Alison Folland,60.57142857142857
Alison Fraser,66.0
Alison Fyhrie,50.0
Alison Gale,40.0
Alison J. Palmer,63.0
Alison King,58.0
Alison Lees-Taylor,58.0
Alison Lohman,52.666666666666664
Alison MacLeod,45.0
Alison Martin,61.0
Alison Matthews,29.0
Alison Moir,53.0
Alison Pill,63.833333333333336
Alison Price,52.0
Alison Rose,51.0
Alison Sealy-Smith,58.0
Alison Steadman,52.0
Alison Sudol,57.5
Alison Valence,40.0
Alison West,37.0
Alison Wheeler,40.0
Alison White,45.0
Alison Wiegert,66.0
Alison Wonderland,41.0
Alison Woods,45.0
Alison Wright,51.0
Alissa Alban,42.0
Alissa Dean,43.0
Alissa Jessup,55.0
Alissa Sullivan Haggis,52.0
Alissa Wilms,58.0
Alistair Abell,66.0
Alistair Begg,45.0
Alistair McGowan,34.0
Alistair Petrie,67.5
Alister Cameron,75.0
Aliu Oyofo,63.0
Alix Angelis,31.0
Alix Elias,68.33333333333333
Alix Korey,47.0
Alix Koromzay,55.5
Alix Lapri,40.0
Alix Poisson,36.0
Alix Talton,78.0
Aliya Khan,74.0
Aliya Raphael,37.0
Aliya Yasmeen,28.0
Aliyaah Hashi,20.0
Aliyah Carr,52.0
Aliyah O'Brien,46.0
Aliza Halm,64.0
Aliza Vellani,48.0
Alka Nayyar,75.0
Alket Adini,36.0
Alki David,69.0
Alkoya Brunson,55.0
Alla Faerovich,74.0
Alla Rouba,64.0
Alla Sahakyan,68.0
Alla Tumanian,86.0
Allan Aaron Katz,33.0
Allan Aarons,45.0
Allan Arbus,54.75
Allan Armstrong,58.0
Allan Corduner,59.0
Allan D'Arcangelo,75.0
Allan F. Nicholls,62.5
Allan Graf,48.8
Allan Groves,55.0
Allan Harvey,31.0
Allan Havey,66.0
Allan Houston,47.0
Allan Hubbard,76.0
Allan Kayser,62.0
Allan Kent,64.5
Allan Louis,31.666666666666668
Allan Love,39.0
Allan Malamud,66.0
Allan McLeod,46.5
Allan Miller,46.0
Allan R.J. Joseph,56.0
Allan Rich,56.5
Allan Todd,57.0
Allan Trautman,45.0
Allan Warnick,52.0
Allan Wasserman,51.5
Allanah O'Connor,74.0
Allegra Carpenter,50.5
Allegra Fulton,87.0
Allegra Leguizamo,50.0
Allel Aimiche,49.0
Allelon Ruggiero,79.0
Allen Alvarado,32.0
Allen Bernstein,60.0
Allen Covert,37.26315789473684
Allen Cutler,14.0
Allen D. Hong,29.0
Allen Danziger,75.0
Allen Evangelista,47.0
Allen Fawcett,57.0
Allen Fiuzat,40.5
Allen Garfield,58.083333333333336
Allen Go,69.0
Allen Hamilton,42.0
Allen Jenkins,83.0
Allen Joseph,54.666666666666664
Allen Keller,44.0
Allen Leech,56.4
Allen Lewis Rickman,33.5
Allen Lidkey,51.0
Allen Ludden,46.0
Allen Maldonado,48.333333333333336
Allen McCullough,76.0
Allen McLean,54.0
Allen Payne,48.833333333333336
Allen Reddy,77.5
Allen Soule,76.5
Allen Turner,61.0
Allen Wagner,72.0
Allen Wall,64.0
Allen Williams,42.0
Allen Williamson,21.0
Allen Zwolle,41.0
Allene Quincy,49.0
